company_id,founded_year,company_age_years,category,country,funding_round,funding_total_usd_M,num_funding_rounds,num_employees,num_investors,num_milestones,num_relationships,top_tier_investor,revenue_proxy,market_size,has_patent,founder_experience,status
C0808,2016,8,Logistics,Netherlands,Series D+,43.46,6,171,10,3,10,0,3.3,1,0,4,operating
C0809,2005,19,EdTech,South Korea,Seed,0.21,2,10,1,11,0,0,0.0,2,0,3,acquired
C0810,2002,22,EdTech,Japan,Series A,2.11,2,15,3,17,5,0,0.8,1,1,4,operating
C0811,2015,9,FoodTech,India,Series A,4.7,3,11,3,8,2,0,1.2,3,1,4,operating
C0812,2020,4,AgriTech,China,Series C,12.72,4,259,7,6,8,0,3.0,3,0,4,operating
C0813,2012,12,Logistics,Singapore,Series A,1.65,2,8,4,9,3,1,1.7,2,0,2,operating
C0814,2014,10,HealthTech,Sweden,Series D+,467.39,6,528,10,9,10,1,4.6,2,1,4,operating
C0815,2004,20,Software,Australia,Series C,30.92,4,104,10,12,8,0,3.1,3,0,4,operating
C0816,2008,16,FoodTech,Japan,Series C,36.73,5,89,8,10,7,1,2.1,2,0,5,operating
C0817,2018,6,FinTech,Canada,Seed,0.8,2,9,2,8,3,0,0.9,3,0,1,closed
C0818,2015,9,FinTech,Germany,Series A,4.63,2,27,6,8,4,0,0.5,3,0,2,operating
C0819,2009,15,Biotech,Netherlands,Series B,13.85,3,47,5,12,4,1,1.2,2,0,3,operating
C0820,2002,22,FinTech,Sweden,IPO,432.07,6,399,11,16,10,0,5.0,3,0,1,operating
C0821,2001,23,Logistics,USA,Series C,41.4,5,180,7,17,8,0,3.3,3,0,1,operating
C0822,2016,8,Software,Sweden,Seed,0.52,2,3,4,6,5,0,0.0,2,0,3,operating
C0823,2016,8,AI/ML,Singapore,Seed,0.15,1,1,3,9,3,0,0.2,1,0,3,acquired
C0824,2021,3,Gaming,Germany,Seed,0.35,1,2,4,2,6,0,0.0,1,1,4,operating
C0825,2005,19,FoodTech,South Korea,Seed,0.66,1,3,1,13,0,0,0.0,3,0,2,closed
C0826,2000,24,HealthTech,Japan,Series A,1.6,2,55,4,18,4,0,1.3,3,0,4,operating
C0827,2001,23,Logistics,Sweden,Seed,0.38,1,4,3,16,5,0,0.0,2,0,1,operating
C0828,2003,21,Biotech,Sweden,Series C,10.19,4,88,10,15,8,0,2.2,1,0,5,operating
C0829,2005,19,Logistics,Japan,Series B,9.85,3,77,8,13,6,0,1.4,1,0,2,operating
C0830,2021,3,FoodTech,Canada,Series D+,271.14,6,885,10,0,8,0,3.5,3,0,2,operating
C0831,2000,24,Biotech,Singapore,Series B,33.01,3,26,8,18,9,0,1.0,2,0,1,operating
C0832,2004,20,Gaming,Sweden,Series D+,40.01,5,584,9,18,8,0,4.3,1,0,3,operating
C0833,2015,9,FinTech,USA,Series B,9.3,4,68,5,6,6,0,1.8,2,0,4,operating
C0834,2005,19,Hardware,Australia,Series B,7.75,3,54,4,13,5,1,1.3,2,0,2,operating
C0835,2021,3,Logistics,Sweden,Seed,0.37,2,6,3,5,3,0,0.0,2,0,2,closed
C0836,2018,6,E-Commerce,South Korea,Seed,0.13,1,3,0,7,1,0,0.6,3,0,3,acquired
C0837,2020,4,FinTech,Brazil,Seed,1.41,2,3,3,5,2,0,0.3,1,0,3,closed
C0838,2019,5,FoodTech,Australia,Series A,12.5,2,12,3,3,5,0,2.0,2,0,1,operating
C0839,2009,15,Media,Australia,Series C,22.48,5,230,7,11,6,0,2.6,1,0,1,operating
C0840,2016,8,SaaS,Canada,Series A,1.72,3,36,3,9,4,0,0.7,2,0,4,acquired
C0841,2015,9,FinTech,South Korea,Series D+,151.83,6,1296,9,9,9,0,4.2,1,0,1,operating
C0842,2003,21,CleanTech,Sweden,Series C,223.74,4,260,6,14,6,0,3.2,1,0,1,operating
C0843,2016,8,Hardware,Canada,Seed,0.7,1,4,0,7,0,0,0.1,3,0,2,acquired
C0844,2008,16,E-Commerce,Israel,Series A,3.79,3,79,2,14,2,1,0.3,2,0,1,acquired
C0845,2018,6,SaaS,Japan,Seed,0.36,2,2,3,7,3,0,0.6,3,0,1,closed
C0846,2013,11,FoodTech,Canada,IPO,119.77,6,2249,13,8,10,1,4.4,2,1,2,operating
C0847,2020,4,Hardware,Singapore,IPO,319.24,6,1600,12,6,12,0,3.7,3,0,1,operating
C0848,2013,11,FoodTech,Canada,Seed,0.11,1,2,1,6,2,0,0.0,2,0,5,acquired
C0849,2014,10,FoodTech,Sweden,Series B,10.19,4,104,4,8,3,0,2.6,2,0,5,operating
C0850,2002,22,AgriTech,China,Series A,4.86,3,23,2,19,1,0,0.2,3,0,2,operating
C0851,2000,24,FoodTech,China,IPO,177.45,6,1253,11,20,10,1,3.9,2,0,3,operating
C0852,2000,24,Biotech,Israel,Seed,0.59,1,2,2,19,1,0,0.0,3,0,1,operating
C0853,2010,14,Hardware,Netherlands,Series A,1.85,3,27,5,13,5,0,0.2,3,1,5,acquired
C0854,2015,9,FinTech,USA,Series D+,141.17,6,1486,9,5,7,0,2.1,1,0,4,operating
C0855,2015,9,FinTech,Germany,Series A,3.44,2,27,3,7,2,0,1.5,1,0,2,closed
C0856,2000,24,Software,UK,Series A,1.0,2,27,4,15,3,0,0.1,2,0,1,operating
C0857,2015,9,Media,India,Series B,16.68,3,247,8,8,6,0,2.0,2,0,2,acquired
C0858,2006,18,CleanTech,Israel,Seed,0.45,1,8,3,16,4,0,0.0,2,0,1,operating
C0859,2011,13,Software,Sweden,Seed,0.18,2,1,3,11,3,0,0.0,2,0,3,acquired
C0860,2021,3,Media,China,Series C,158.3,4,86,8,6,9,0,2.0,1,0,1,operating
C0861,2003,21,E-Commerce,Canada,Series A,1.64,3,23,3,18,3,0,0.9,1,0,2,operating
C0862,2004,20,SaaS,South Korea,Series A,9.87,3,27,5,13,4,0,1.7,3,0,4,operating
C0863,2001,23,EdTech,Sweden,Series A,1.96,3,40,6,14,6,0,0.7,2,0,4,operating
C0864,2014,10,Software,Canada,Series A,2.11,2,34,3,8,4,0,0.3,2,0,5,operating
C0865,2003,21,FoodTech,South Korea,Series B,29.07,3,138,7,15,5,1,2.1,1,0,5,operating
C0866,2004,20,Logistics,South Korea,Series B,23.28,4,99,7,12,5,0,2.4,2,0,1,operating
C0867,2018,6,Logistics,Australia,Series C,70.45,4,101,8,5,7,0,2.6,2,1,1,operating
C0868,2007,17,Media,USA,Seed,0.47,1,2,2,13,1,0,0.0,3,0,4,acquired
C0869,2018,6,HealthTech,UK,Series A,4.12,3,16,6,4,4,0,0.3,2,1,1,operating
C0870,2000,24,HealthTech,France,Series A,0.46,3,7,5,15,4,0,1.3,3,0,3,operating
C0871,2007,17,E-Commerce,Israel,Series C,99.59,4,210,6,12,7,0,3.5,2,1,1,operating
C0872,2004,20,HealthTech,USA,Series B,11.51,3,224,8,15,9,1,1.6,3,0,5,operating
C0873,2009,15,SaaS,Singapore,IPO,178.69,7,1116,10,12,10,0,4.4,3,0,4,operating
C0874,2020,4,SaaS,France,Series A,1.31,2,15,2,4,3,0,0.6,2,0,3,operating
C0875,2010,14,FinTech,Canada,Series C,24.94,4,166,7,13,6,0,2.9,3,0,5,operating
C0876,2013,11,EdTech,Brazil,Series B,7.93,3,191,4,8,4,0,2.1,2,0,4,operating
C0877,2008,16,Hardware,Canada,Series B,5.79,4,98,5,12,6,0,1.9,1,0,3,operating
C0878,2017,7,FoodTech,Australia,Series A,2.85,3,18,3,8,4,1,0.9,1,0,5,operating
C0879,2015,9,FinTech,Japan,Seed,1.35,2,5,1,4,3,0,0.0,2,0,1,closed
C0880,2001,23,Gaming,UK,Series C,116.58,4,249,6,19,5,0,2.6,1,1,1,operating
C0881,2019,5,AgriTech,USA,Series C,73.48,4,298,9,6,8,0,1.6,3,0,5,operating
C0882,2019,5,EdTech,Japan,Series B,18.4,3,88,5,3,6,0,2.4,2,0,2,operating
C0883,2004,20,HealthTech,Brazil,Series B,8.89,4,64,8,15,8,0,2.5,1,0,3,operating
C0884,2001,23,Biotech,Japan,Series A,3.66,2,18,2,18,3,0,0.5,2,0,1,operating
C0885,2004,20,Logistics,Netherlands,Series C,49.76,4,101,8,17,8,0,3.0,2,1,5,operating
C0886,2004,20,E-Commerce,Germany,IPO,128.08,7,1109,10,17,11,0,4.7,2,1,4,operating
C0887,2021,3,Logistics,UK,Series B,35.56,4,23,6,5,5,0,2.5,1,0,4,operating
C0888,2020,4,CleanTech,USA,IPO,102.01,6,1586,13,0,12,1,4.9,2,1,1,operating
C0889,2021,3,AI/ML,India,IPO,871.87,6,1007,12,6,11,1,4.5,1,0,3,operating
C0890,2000,24,AgriTech,China,Series D+,42.73,6,874,11,15,9,0,3.1,1,0,2,operating
C0891,2018,6,CleanTech,Netherlands,Seed,0.1,2,11,3,4,3,0,0.0,2,0,2,closed
C0892,2004,20,Gaming,France,Series D+,157.26,6,1134,11,12,11,0,3.6,2,0,5,operating
C0893,2021,3,AgriTech,South Korea,Series B,10.81,4,93,7,5,7,1,1.6,2,0,4,operating
C0894,2021,3,Biotech,Australia,Series A,1.69,3,27,6,5,7,0,1.2,1,1,3,operating
C0895,2012,12,Gaming,South Korea,Seed,0.3,2,5,4,9,6,0,0.3,2,0,5,operating
C0896,2019,5,EdTech,India,Seed,0.3,1,2,4,7,5,0,0.2,3,0,5,operating
C0897,2001,23,E-Commerce,USA,Seed,0.37,2,3,0,20,1,0,0.5,2,0,3,acquired
C0898,2018,6,Software,India,Series B,9.55,4,139,4,8,6,1,1.7,1,0,3,operating
C0899,2009,15,Media,Singapore,IPO,165.55,6,2287,13,13,10,1,5.0,3,0,4,operating
C0900,2009,15,EdTech,Netherlands,Series C,165.79,4,348,8,11,7,1,2.4,2,0,1,operating
C0901,2006,18,SaaS,Sweden,Series B,2.33,4,205,4,13,5,0,1.8,1,0,1,operating
C0902,2017,7,AgriTech,Singapore,Seed,0.21,1,6,2,4,2,0,0.7,2,0,5,operating
C0903,2012,12,Hardware,Sweden,Seed,0.38,2,5,2,12,4,0,0.1,3,0,2,acquired
C0904,2001,23,AgriTech,Sweden,Series A,1.22,2,41,5,15,6,0,0.7,3,0,2,operating
C0905,2021,3,Logistics,Japan,Series B,6.28,4,47,8,2,9,0,2.0,1,0,5,operating
C0906,2003,21,E-Commerce,South Korea,Series A,3.77,2,36,6,13,4,0,0.6,2,1,1,operating
C0907,2008,16,Logistics,Germany,Seed,1.0,1,9,1,11,1,0,0.0,1,0,4,operating
C0908,2007,17,FoodTech,Brazil,Series B,41.71,4,43,7,14,7,1,1.4,1,0,2,operating
C0909,2015,9,SaaS,France,Series C,35.56,5,183,9,4,10,0,2.3,2,0,2,operating
C0910,2001,23,Hardware,Sweden,Series B,15.12,3,251,8,16,6,0,2.2,3,0,5,operating
C0911,2013,11,EdTech,Japan,Seed,0.41,1,2,0,7,3,0,0.0,2,0,1,operating
C0912,2016,8,AgriTech,India,Series A,20.03,2,33,3,9,4,0,1.2,3,1,3,operating
C0913,2009,15,SaaS,Japan,Seed,0.1,1,3,1,14,0,0,0.0,3,1,3,operating
C0914,2009,15,CleanTech,UK,Seed,0.95,1,4,2,9,2,0,0.4,3,0,1,closed
C0915,2016,8,FoodTech,Netherlands,Series A,1.53,2,7,2,8,3,0,1.4,3,0,2,operating
C0916,2007,17,FinTech,Singapore,Series A,1.81,3,18,4,11,5,0,1.1,2,0,1,operating
C0917,2002,22,AgriTech,Brazil,Series A,9.84,2,31,6,18,6,0,0.5,3,0,5,operating
C0918,2021,3,E-Commerce,USA,Series A,1.76,2,27,6,0,6,0,0.5,2,0,1,closed
C0919,2013,11,AgriTech,Canada,Series B,10.94,4,36,7,9,5,0,1.5,1,1,3,operating
C0920,2012,12,Biotech,Singapore,Series C,17.97,4,355,6,7,4,0,3.1,1,0,5,operating
C0921,2007,17,AI/ML,UK,Seed,0.34,2,6,2,9,2,0,0.1,2,1,4,operating
C0922,2012,12,FoodTech,India,IPO,393.77,6,921,11,8,11,1,3.2,3,1,5,operating
C0923,2015,9,CleanTech,South Korea,Series C,37.32,4,453,7,7,6,1,2.3,2,0,2,operating
C0924,2004,20,HealthTech,South Korea,Series A,11.24,3,31,4,15,3,0,0.3,2,0,2,operating
C0925,2006,18,AgriTech,France,Seed,0.46,2,2,0,11,3,0,0.0,2,0,1,acquired
C0926,2005,19,Software,France,Seed,0.23,1,4,4,12,3,0,0.2,3,0,5,operating
C0927,2013,11,Hardware,Sweden,Series A,2.96,3,8,2,9,3,0,1.4,2,0,5,acquired
C0928,2007,17,HealthTech,Netherlands,Series D+,294.5,6,160,9,13,10,0,4.0,1,0,3,operating
C0929,2000,24,CleanTech,Germany,Series A,6.46,2,16,2,15,2,0,0.8,2,0,4,operating
C0930,2009,15,SaaS,France,Series A,1.61,2,73,4,9,4,1,1.9,1,0,5,operating
C0931,2008,16,Biotech,Sweden,Series A,1.43,3,59,3,13,4,0,1.2,1,1,2,operating
C0932,2021,3,Biotech,India,Series A,3.46,2,20,6,3,4,0,0.4,3,0,4,operating
C0933,2009,15,AgriTech,UK,Seed,0.45,2,9,2,9,4,0,0.0,3,0,4,acquired
C0934,2004,20,EdTech,France,Series D+,40.25,5,210,9,13,7,1,4.0,3,1,1,operating
C0935,2002,22,E-Commerce,Netherlands,Series A,3.29,2,17,2,15,3,0,1.7,1,0,1,operating
C0936,2021,3,EdTech,Netherlands,Series A,6.74,2,23,3,6,5,0,0.8,3,0,3,operating
C0937,2011,13,AI/ML,Japan,Series A,3.7,3,24,5,11,6,0,0.3,3,1,3,operating
C0938,2011,13,Gaming,UK,Series D+,110.62,6,929,10,9,11,1,3.7,2,1,1,operating
C0939,2000,24,E-Commerce,Sweden,Seed,1.15,2,2,2,14,3,0,0.0,1,0,4,acquired
C0940,2020,4,CleanTech,USA,Seed,0.39,1,3,1,3,1,0,0.3,2,1,4,acquired
C0941,2002,22,HealthTech,Singapore,Seed,2.0,2,10,1,15,1,0,0.0,2,0,4,operating
C0942,2001,23,Gaming,Netherlands,Series A,10.93,3,24,5,18,5,0,1.5,2,0,2,operating
C0943,2010,14,AI/ML,Australia,Seed,0.43,2,2,1,8,2,0,0.4,3,0,1,acquired
C0944,2012,12,HealthTech,Netherlands,Seed,0.39,1,9,1,8,2,0,0.0,2,0,2,acquired
C0945,2016,8,Software,Japan,Series C,54.14,4,104,6,7,6,0,2.6,3,0,2,operating
C0946,2021,3,AgriTech,Sweden,IPO,228.33,7,3333,13,5,10,1,4.1,1,0,3,operating
C0947,2016,8,Biotech,Brazil,Series C,24.75,5,132,10,8,11,0,2.4,1,0,5,operating
C0948,2002,22,FoodTech,UK,Seed,0.34,1,2,1,15,1,0,1.0,3,0,4,operating
C0949,2010,14,Gaming,South Korea,Seed,0.21,1,3,2,8,2,0,0.5,1,0,5,closed
C0950,2001,23,EdTech,Singapore,IPO,289.76,6,3627,14,17,13,1,5.0,2,0,3,operating
C0951,2016,8,Biotech,South Korea,Seed,0.2,1,7,2,8,2,0,0.5,2,0,1,closed
C0952,2016,8,Software,China,Series A,4.26,3,11,5,7,5,0,1.4,1,1,4,acquired
C0953,2013,11,Hardware,Sweden,Series A,5.43,3,5,4,6,6,0,0.7,3,1,3,operating
C0954,2014,10,Logistics,India,Series C,121.11,5,92,9,9,10,1,2.1,1,0,4,operating
C0955,2000,24,FoodTech,Sweden,Series A,9.84,2,37,3,20,5,1,0.5,1,0,1,operating
C0956,2018,6,Biotech,France,Series B,14.1,3,68,8,8,8,0,1.7,3,1,3,operating
C0957,2003,21,Biotech,Netherlands,Series A,1.19,3,13,3,14,4,0,0.7,3,1,5,operating
C0958,2014,10,HealthTech,Israel,Series A,3.39,2,89,6,8,4,0,0.4,2,1,4,acquired
C0959,2009,15,CleanTech,China,Series D+,187.35,6,270,12,8,10,1,3.6,2,0,2,operating
C0960,2008,16,Biotech,Sweden,Series A,3.56,2,50,6,12,5,0,0.7,3,1,4,operating
C0961,2008,16,Software,UK,Series C,62.1,4,324,10,15,11,1,3.3,2,0,5,operating
C0962,2011,13,AgriTech,China,Series C,11.77,5,393,6,13,5,0,2.1,2,0,1,operating
C0963,2004,20,Biotech,South Korea,Series A,2.5,2,23,3,17,2,1,1.5,3,0,3,operating
C0964,2000,24,Media,Japan,Series C,35.49,4,127,6,15,7,1,3.1,1,0,1,operating
C0965,2014,10,Hardware,Germany,IPO,327.4,7,3913,12,7,10,0,4.6,1,0,1,operating
C0966,2013,11,Logistics,Australia,Seed,0.22,2,2,0,11,2,0,0.2,2,1,3,operating
C0967,2002,22,EdTech,Sweden,Series A,2.59,3,41,5,18,5,1,0.8,3,0,5,operating
C0968,2002,22,SaaS,Japan,IPO,326.24,6,1708,10,14,10,1,4.2,2,0,4,operating
C0969,2009,15,Hardware,South Korea,Series B,10.68,3,47,6,9,5,0,2.5,2,0,2,operating
C0970,2000,24,Biotech,China,Seed,0.52,1,2,0,19,2,0,0.0,2,0,5,operating
C0971,2020,4,FoodTech,Sweden,Series C,46.8,5,194,7,1,8,0,3.5,3,0,1,operating
C0972,2021,3,AI/ML,USA,Series A,4.16,2,19,6,1,4,0,0.4,2,0,1,closed
C0973,2009,15,AgriTech,UK,Series A,3.82,2,66,2,13,1,1,1.0,2,1,3,operating
C0974,2012,12,Media,Japan,IPO,475.44,7,1811,14,7,14,1,5.0,1,0,2,operating
C0975,2013,11,Media,UK,Series A,0.4,3,18,2,10,3,0,0.9,1,1,3,operating
C0976,2003,21,AgriTech,Germany,Series B,7.45,3,98,8,15,7,1,1.0,2,0,4,operating
C0977,2003,21,E-Commerce,Canada,Series B,3.11,3,329,6,14,4,0,2.2,1,0,2,operating
C0978,2003,21,SaaS,France,Series A,3.23,3,30,3,18,4,0,0.4,2,0,2,operating
C0979,2010,14,E-Commerce,USA,Seed,0.22,2,4,3,10,4,0,0.0,2,1,1,acquired
C0980,2007,17,FinTech,Australia,Series D+,208.9,5,154,11,11,11,0,4.1,2,1,2,operating
C0981,2002,22,FinTech,Australia,Seed,0.96,1,12,4,17,6,0,0.1,3,0,4,operating
C0982,2018,6,Media,Netherlands,Series D+,98.37,5,888,10,4,11,1,4.6,3,0,3,operating
C0983,2006,18,FoodTech,Australia,Series B,10.08,3,80,6,14,4,0,1.3,3,0,4,operating
C0984,2007,17,Hardware,Australia,Series D+,43.46,6,451,11,9,10,1,4.5,1,0,4,operating
C0985,2011,13,Hardware,UK,Series C,33.8,5,270,7,8,8,1,3.3,2,0,3,operating
C0986,2010,14,AI/ML,Australia,Series C,25.12,5,56,6,10,5,0,3.0,2,0,3,operating
C0987,2008,16,CleanTech,Brazil,Seed,0.46,2,2,2,14,3,0,0.0,3,1,2,operating
C0988,2000,24,E-Commerce,Brazil,Seed,1.5,1,5,2,19,1,0,0.0,2,1,2,acquired
C0989,2008,16,AgriTech,Japan,Series A,1.5,3,80,4,14,6,0,1.5,3,0,3,operating
C0990,2016,8,FoodTech,Netherlands,Series A,0.94,2,14,3,5,3,0,0.7,2,0,1,operating
C0991,2014,10,CleanTech,Brazil,Series A,2.08,2,21,2,8,4,0,0.6,3,0,2,operating
C0992,2021,3,AI/ML,Sweden,Seed,0.58,2,1,4,2,4,1,0.2,2,0,1,operating
C0993,2020,4,AgriTech,UK,Series C,52.34,5,302,10,6,9,0,2.9,2,0,1,operating
C0994,2018,6,HealthTech,USA,Series B,6.93,4,60,4,8,5,0,2.3,3,0,4,operating
C0995,2012,12,AI/ML,Germany,Series A,2.46,2,18,3,11,5,0,1.5,2,0,4,operating
C0996,2020,4,SaaS,Germany,Series B,32.0,4,126,8,5,8,1,1.8,2,1,5,operating
C0997,2011,13,AI/ML,South Korea,Series B,12.59,3,57,5,12,6,1,2.5,2,0,1,operating
C0998,2018,6,FinTech,India,Series A,3.07,2,21,6,4,7,0,0.9,2,0,4,operating
C0999,2008,16,Biotech,China,Series B,8.19,4,72,8,10,8,0,2.0,3,1,1,operating
C1000,2009,15,E-Commerce,UK,Series B,47.38,3,87,5,9,6,1,2.3,2,0,4,operating
C1001,2004,20,AI/ML,UK,Series A,1.66,3,13,5,17,7,0,0.1,2,0,4,operating
C1002,2020,4,AI/ML,India,Seed,0.28,2,5,0,5,2,0,0.1,3,0,1,operating
C1003,2003,21,FinTech,India,Seed,0.04,1,3,3,16,3,0,0.0,2,0,4,operating
C1004,2021,3,Logistics,Japan,Series B,8.72,3,224,4,2,3,0,2.1,2,0,2,operating
C1005,2013,11,EdTech,Germany,Series C,47.78,5,94,6,6,4,0,2.7,2,0,1,operating
C1006,2009,15,CleanTech,China,Series C,12.47,5,388,7,9,8,0,2.5,2,0,4,operating
C1007,2014,10,Logistics,Canada,Series A,1.17,3,26,3,9,3,1,0.0,3,0,2,acquired
C1008,2003,21,HealthTech,India,Series B,27.05,4,173,5,14,4,0,2.2,1,0,2,operating
C1009,2001,23,FoodTech,Australia,Series C,25.76,4,97,8,15,9,1,2.5,2,0,5,operating
C1010,2001,23,Gaming,UK,Series A,1.1,3,14,6,14,4,0,0.6,2,0,5,operating
C1011,2017,7,AI/ML,France,Series A,4.59,2,15,3,8,3,0,0.9,2,0,5,operating
C1012,2021,3,AgriTech,Singapore,Series A,3.19,3,34,4,3,5,0,0.6,2,1,2,operating
C1013,2005,19,Software,Germany,Series D+,148.61,6,431,11,15,8,1,4.3,1,0,3,operating
C1014,2000,24,Hardware,Brazil,Series A,4.33,2,26,4,19,6,0,0.7,3,0,5,operating
C1015,2003,21,CleanTech,Netherlands,Series A,3.86,3,12,5,13,6,0,1.3,2,0,1,operating
C1016,2005,19,Gaming,UK,Series A,2.74,2,16,3,12,5,0,0.6,2,1,2,operating
C1017,2007,17,SaaS,China,Series D+,191.07,6,2382,10,14,9,0,3.8,1,1,2,operating
C1018,2017,7,HealthTech,Netherlands,Series D+,293.78,6,632,11,5,10,0,4.7,1,0,3,operating
C1019,2016,8,SaaS,Netherlands,Series D+,66.63,6,372,12,4,9,0,4.1,1,0,5,operating
C1020,2002,22,E-Commerce,France,Series A,2.45,2,48,5,18,4,0,1.5,3,0,1,operating
C1021,2007,17,SaaS,Israel,Series A,4.36,3,41,2,14,3,0,0.0,2,0,3,operating
C1022,2008,16,EdTech,Australia,Seed,1.18,1,3,4,14,5,0,0.0,3,0,4,operating
C1023,2001,23,Media,UK,IPO,524.59,7,1312,11,16,11,0,3.9,2,1,2,operating
C1024,2008,16,HealthTech,Israel,Series C,87.45,4,37,9,13,10,0,3.4,1,0,1,operating
C1025,2015,9,FinTech,France,Series A,4.21,3,30,6,6,6,0,1.0,3,0,3,acquired
C1026,2013,11,Software,China,Series A,2.04,3,32,6,9,4,0,0.5,3,1,1,operating
C1027,2006,18,SaaS,Japan,Series C,32.76,4,207,7,15,8,1,2.4,2,0,2,operating
C1028,2006,18,AgriTech,Brazil,Seed,0.32,2,16,3,10,5,0,0.0,1,1,4,operating
C1029,2003,21,Logistics,Canada,Seed,0.35,2,5,0,15,1,1,0.0,2,0,5,operating
C1030,2019,5,AI/ML,India,Seed,0.26,1,10,0,5,3,0,0.5,2,0,4,operating
C1031,2013,11,HealthTech,South Korea,Series A,3.01,3,35,5,9,4,0,0.9,1,1,4,operating
C1032,2004,20,Software,USA,Series A,0.72,3,19,2,15,3,0,1.4,2,1,4,operating
C1033,2011,13,FoodTech,India,Series C,101.23,4,143,8,11,6,0,2.0,1,1,2,operating
C1034,2011,13,Hardware,South Korea,Seed,0.85,1,8,4,12,5,0,0.6,1,0,1,closed
C1035,2010,14,E-Commerce,Israel,Seed,0.42,2,5,2,8,4,0,0.0,3,0,4,operating
C1036,2013,11,Media,France,Series B,21.61,3,39,8,5,6,0,2.2,2,0,5,operating
C1037,2001,23,AgriTech,USA,Series C,82.64,5,91,7,16,5,0,2.8,3,0,1,operating
C1038,2018,6,SaaS,Australia,Series B,31.3,3,136,4,8,4,0,1.8,3,0,5,operating
C1039,2002,22,E-Commerce,Netherlands,Series A,1.69,2,32,3,13,3,1,0.7,2,1,2,operating
C1040,2000,24,SaaS,USA,IPO,237.95,6,1574,11,19,10,1,4.2,2,0,4,operating
C1041,2017,7,FoodTech,Germany,Series B,10.91,3,42,5,8,6,1,1.7,1,0,4,operating
C1042,2021,3,EdTech,France,Series A,5.53,2,27,6,1,7,0,0.3,3,0,3,operating
C1043,2021,3,Biotech,Canada,Series B,32.01,4,258,6,3,5,0,1.5,2,0,1,operating
C1044,2007,17,AI/ML,USA,Series D+,112.42,5,605,12,14,9,0,3.8,3,1,1,operating
C1045,2015,9,FoodTech,Singapore,Series B,15.38,3,54,5,4,4,0,2.8,1,0,5,operating
C1046,2012,12,EdTech,Canada,Series A,0.44,3,60,6,7,6,0,1.6,1,1,2,acquired
C1047,2014,10,Media,China,Series B,5.13,4,91,6,11,7,0,2.0,3,1,5,operating
C1048,2010,14,FoodTech,Japan,Seed,0.25,2,2,4,10,5,0,0.2,2,0,3,operating
C1049,2020,4,SaaS,Singapore,Seed,0.2,1,5,3,2,2,0,1.3,3,1,4,operating
C1050,2011,13,FinTech,South Korea,IPO,225.84,6,849,12,13,11,0,3.4,3,0,3,operating
C1051,2008,16,Hardware,South Korea,Series C,105.71,4,156,10,12,8,1,2.4,1,0,5,operating
C1052,2020,4,Software,South Korea,IPO,135.24,7,3506,10,1,10,1,5.0,3,0,1,operating
C1053,2013,11,Gaming,Singapore,Series B,11.09,4,76,7,7,6,0,1.5,2,0,4,operating
C1054,2009,15,AI/ML,Singapore,Series A,0.89,2,58,4,8,4,1,0.6,2,0,1,operating
C1055,2021,3,EdTech,Canada,Series B,5.63,4,164,7,4,8,0,1.1,3,0,1,operating
C1056,2004,20,SaaS,USA,Series B,13.68,4,52,5,13,5,0,1.1,2,0,4,operating
C1057,2018,6,Software,Germany,Seed,0.16,2,1,0,5,1,0,0.0,2,0,1,operating
C1058,2001,23,Biotech,Sweden,Series B,2.99,3,63,6,14,7,0,1.9,2,0,3,operating
C1059,2020,4,Hardware,Netherlands,Series C,95.25,4,59,8,1,8,1,3.8,3,0,1,operating
C1060,2009,15,Gaming,France,Series A,0.76,3,123,2,14,2,0,0.6,3,0,3,operating
C1061,2002,22,SaaS,Israel,Series B,10.97,3,268,4,13,4,0,2.4,3,0,1,operating
C1062,2016,8,Media,Canada,Seed,0.34,1,1,4,3,3,0,0.4,3,0,2,closed
C1063,2021,3,Logistics,UK,Seed,0.4,2,2,1,6,2,0,0.6,1,0,1,closed
C1064,2007,17,AgriTech,Netherlands,Seed,0.31,2,4,0,10,1,0,0.3,2,1,4,operating
C1065,2003,21,Gaming,Japan,Series D+,210.52,5,203,12,12,9,0,3.6,2,0,1,operating
C1066,2002,22,Biotech,Canada,Series A,4.94,3,7,2,14,2,0,0.8,1,0,5,operating
C1067,2007,17,FinTech,Germany,Series C,14.76,4,115,10,10,10,0,3.1,3,0,2,operating
C1068,2009,15,HealthTech,Japan,Series A,2.99,3,20,5,10,4,0,0.2,2,0,2,operating
C1069,2017,7,AgriTech,Singapore,Series A,2.57,2,82,2,5,4,0,0.2,2,0,5,acquired
C1070,2021,3,Software,Sweden,Series A,2.95,2,33,3,3,2,0,1.1,1,0,1,operating
C1071,2007,17,Software,Canada,Series A,1.72,2,42,2,9,4,0,0.6,2,0,4,operating
C1072,2014,10,HealthTech,Canada,IPO,257.41,6,3580,11,10,11,1,4.7,2,0,5,operating
C1073,2019,5,FoodTech,Netherlands,Series C,71.0,4,405,7,2,6,0,3.4,2,0,5,operating
C1074,2011,13,AI/ML,France,Seed,0.39,1,1,0,12,3,0,0.0,1,0,5,operating
C1075,2000,24,Logistics,India,Seed,0.25,2,4,2,15,2,0,0.8,3,0,1,operating
C1076,2016,8,CleanTech,Germany,Seed,0.25,2,5,0,9,0,0,0.0,2,0,3,operating
C1077,2009,15,FoodTech,UK,Seed,1.45,2,6,4,8,5,0,0.8,2,0,2,operating
